text,intent,id
confirm my johnny rockets reservation for this evening,confirm_reservation,eval-270
tell me when to next change my tires,tire_change,eval-271
i need to quick dinner suggestions,meal_suggestion,eval-272
my insurance plan is what,insurance,eval-273
tell me when my mastercard bill should be paid,bill_due,eval-274
can you tell me when i should change my oil,oil_change_when,eval-275
please flip a coin,flip_coin,eval-276
change your name to fred,change_ai_name,eval-277
my bank needs to be aware of my trip to spain,travel_notification,eval-278
can you add 5 and 89,calculator,eval-279
please use whisper mode,whisper_mode,eval-280
where do you want to eat tonight,restaurant_suggestion,eval-281
are there any travel alerts for juarez,travel_alert,eval-282
i need you to reset to your factor settings,reset_settings,eval-283
i do not know the answer to that,maybe,eval-284
what's delta's carry on policy,carry_on,eval-285
spell: dessert,spelling,eval-286
share my location with apple,share_location,eval-287
"if i want to direct deposit my paycheck, what info do i need",direct_deposit,eval-288
call contact aj,make_call,eval-289
confirm the doors are locked,smart_home,eval-290
has my purchase been delivered yet,order_status,eval-291
i ruined my card when it got washed,damaged_card,eval-292
thanks for your help,thank_you,eval-293
how do you know if your oil needs changed,oil_change_when,eval-294
what song is playing right now,what_song,eval-295
take out of my checking 400 dollars and put it into my emergency savings account,transfer,eval-296
how many teaspoons in an ounce,measurement_conversion,eval-297
what is the process to set up a meeting,schedule_meeting,eval-298
i would like to try and confirm that i have a reservation at outback for josh,confirm_reservation,eval-299
where can i apply for a black amex card,new_card,eval-300
take one hundred and fifty bucks from my wells fargo checking account and put it in my wells fargo savings account,transfer,eval-301
"the temperature of the ac, what is it at",smart_home,eval-302
i need for you to skip this song,next_song,eval-303
get me info on my mpg,mpg,eval-304
tell me where you were created,where_are_you_from,eval-305
can you please set up a meeting for 3:00 on wednesday,schedule_meeting,eval-306
roll an 8 sided dice,roll_dice,eval-307
do you work for a different employer,who_do_you_work_for,eval-308
give me my gps coordinates,current_location,eval-309
create a new timer,timer,eval-310
i'd like to set a new timer,timer,eval-311
i want to update my pin number on my bank of america account,pin_change,eval-312
can you play the song that starts with doo doo doo,play_music,eval-313
i don't have butter can i use oil,ingredient_substitution,eval-314
tell me my reminder list,reminder,eval-315
i would like to learn to make cookies,recipe,eval-316
how many gallons of gas are in my car,gas,eval-317
book room for me and her under the name kendra,restaurant_reservation,eval-318
how much did i spend on grocery shopping recently,spending_history,eval-319
help me find a car to rent,car_rental,eval-320
what is the total number of pints in two quarts,measurement_conversion,eval-321
schedule a monday meeting with sam at 1 pm,schedule_meeting,eval-322
"if i go to brazil, do i need to get an international visa",international_visa,eval-323
how long can i keep pork in the freezer for before it gets freezer burnt,food_last,eval-324
do i need a travel visa for the uk,international_visa,eval-325
can you tell me how do i get new insurance,insurance_change,eval-326
recall the things i wanted to remember,reminder,eval-327
i need a recipe for chicken cordon bleu,recipe,eval-328
what insurance plan do i have,insurance,eval-329
let me know my card's apr,apr,eval-330
i'd like to send steve my location,share_location,eval-331
how much gas does it take to get to jackson,gas,eval-332
what number of pto days do i have left,pto_balance,eval-333
please cancel my reservation at red lobster for 6,cancel_reservation,eval-334
which time zones does european countries use,timezone,eval-335
add to my list of things to do: wash the dog,todo_list_update,eval-336
please give me the amount of pressure in my car tires,tire_pressure,eval-337
how many miles per gallon does my amc rambler get,mpg,eval-338
how long will it take for me to get to the gas station,distance,eval-339
when should i change the tires,tire_change,eval-340
tell me a funny joke about men,tell_joke,eval-341
has the apr on my card changed and what is it now,apr,eval-342
everything needs ordered off my list,order,eval-343
"can you give me some fun suggestions for tourists to check out in las vegas, please",travel_suggestion,eval-344
target declined my card and i don't know why,card_declined,eval-345
ostensibly when is my flight going to land,flight_status,eval-346
how long would it take to get to chicago by bus,distance,eval-347
please play the song that goes doo doo doo,play_music,eval-348
what are you capable of answering,what_can_i_ask_you,eval-349
i would like to try and confirm that i have a reservation at chili's for bart,confirm_reservation,eval-350
how do you spell dessert,spelling,eval-351
did i remember to put eggs on my shopping list,shopping_list,eval-352
are french fries health or not,nutrition_info,eval-353
have a good day,goodbye,eval-354
please say that again,repeat,eval-355
can i order checks online for my checking account,order_checks,eval-356
i need to know how much 100 dollars is worth in euros,exchange_rate,eval-357
what do you do for fun alexa,what_are_your_hobbies,eval-358
"mayonaise has been in my fridge for three years, is it still good to eat",food_last,eval-359
tell me something interesting about new york state,fun_fact,eval-360
what are your hobbies siri,what_are_your_hobbies,eval-361
i hope i have enough money in my chase account to buy new clothes,balance,eval-362
do you work for a different individual,who_do_you_work_for,eval-363
i do not think that is proper,no,eval-364
move my money to the other account,transfer,eval-365
can you play the song that sounds like thun thun thun,play_music,eval-366
procedure to change oil in car,oil_change_how,eval-367
what activities do you enjoy,what_are_your_hobbies,eval-368
did i forget to put protein shakes on my shopping list,shopping_list,eval-369
can you set a 30 second timer,timer,eval-370
how do i locate my credit rating,credit_score,eval-371
i need an italian dinner idea,meal_suggestion,eval-372
how long do i need to cook chili for,cook_time,eval-373
can we stop my bank account,freeze_account,eval-374
i know that is true,yes,eval-375
my vacation to spain is coming up and i need my bank to know,travel_notification,eval-376
flip me a coin,flip_coin,eval-377
"no, that is fake",no,eval-378
i want to know the apr on my capital one card,apr,eval-379
what transactions have i accrued buying dog food,transactions,eval-380
will you please turn the tv on,smart_home,eval-381
where can i locate the routing number for the bank i bank with,routing,eval-382
change language please,change_language,eval-383
what kind of gas is required for this car,gas_type,eval-384
please respond to me in english from now on,change_language,eval-385
speak german,change_language,eval-386
"what are you’re hobbies, ai",what_are_your_hobbies,eval-387
what if any meetings do i have today,meeting_schedule,eval-388
explain to me how do i get new insurance,insurance_change,eval-389
can you roll a dice with 8 sides,roll_dice,eval-390
you can call me jason,change_user_name,eval-391
i need to know why you declined my card yesterday,card_declined,eval-392
how are british plugs,plug_type,eval-393
can you tell me how many pto days do i have left,pto_balance,eval-394
what is the length of time it takes a new card to get mailed to me,replacement_card_duration,eval-395
when is the next holiday in this country,next_holiday,eval-396
who brought you into existence,who_made_you,eval-397
i will now call you adam instead of your old name,change_ai_name,eval-398
do you have an age,how_old_are_you,eval-399
when do i need to change my motor oil again,oil_change_when,eval-400
what does distinguish mean,definition,eval-401
tell me if you can help pay a bill,pay_bill,eval-402
will you start a timer for me,timer,eval-403
am i speaking with a real person,are_you_a_bot,eval-404
"can you remove that event from my calendar, please",calendar_update,eval-405
could that be repeated,repeat,eval-406
please put a block on my us bank account immediately,freeze_account,eval-407
what do you have in the way of pets,do_you_have_pets,eval-408
what information do i need to direct deposit my paycheck,direct_deposit,eval-409
add song to my hype playlist,update_playlist,eval-410
what's london's timezone,timezone,eval-411
how do i jump start a bad battery,jump_start,eval-412
please ask me again,repeat,eval-413
i ran out of checks and need more ordered,order_checks,eval-414
can you tell me the ingredients used in pasta sauce,ingredients_list,eval-415
i need to switch accounts,change_accent,eval-416
please skip this song for me,next_song,eval-417
who is your supervisor,who_do_you_work_for,eval-418
i need alarm for both 4am and 7am,alarm,eval-419
i want to call up jan,make_call,eval-420
hi,greeting,eval-421
i'm seeking a full circle flight from msy to msp for w to june 7,book_flight,eval-422
idk,maybe,eval-423
when was my last oil change,last_maintenance,eval-424
roll that dice,roll_dice,eval-425
i can't give you an answer to that,maybe,eval-426
i don't want my current pin for my wells account anymore,pin_change,eval-427
i did not hear what you said,repeat,eval-428
set all doors to locked,smart_home,eval-429
i have no checks and need to order new checks,order_checks,eval-430
what timezone do ho chi minh use,timezone,eval-431
you could say my name is nick,change_user_name,eval-432
"my car's tires are due to be looked at, can you help me get an appointment for that",schedule_maintenance,eval-433
you are not wrong about that,yes,eval-434
when will my credit card application be reviewed,application_status,eval-435
i need to change my account,change_accent,eval-436
what manufactures you,who_made_you,eval-437
do you know where my cellphone is,find_phone,eval-438
how much is the exchange between usd and euros,exchange_rate,eval-439
i owe you one,thank_you,eval-440
what's the exchange rate betwen usd and euros,exchange_rate,eval-441
what topics can you answer questions on,what_can_i_ask_you,eval-442
define monetary for me please,definition,eval-443
appreciated,thank_you,eval-444
my debit card was rejected at ella's and i want to know why,card_declined,eval-445
can you help me increase my credit limit,credit_limit_change,eval-446
does boston restaurant have favorable reviews,restaurant_reviews,eval-447
i would like you to give me a suggestion for a mexican meal,meal_suggestion,eval-448
can you change your name to fred,change_ai_name,eval-449
please roll a dice,roll_dice,eval-450
i need a block placed right away on my joint checking account,freeze_account,eval-451
did i get approval yet to take off next week,pto_request_status,eval-452
please search for necessary ingredients included in meatballs,ingredients_list,eval-453
"check my calendar for march 4th 2019, please",calendar,eval-454
i want to put in an application for a line of a credit card how do i do that,new_card,eval-455
let me know the amount of vacation days i have used,pto_used,eval-456
how long can i keep beef in the freezer for before it gets nasty,food_last,eval-457
is my gas tank full or empty,gas,eval-458
please note that i will be travelling internationally soon,travel_notification,eval-459
what kind of sockets do the us use,plug_type,eval-460
report a card lost for me,report_lost_card,eval-461
set this to my factory settings,reset_settings,eval-462
i need to know how to say hello in france,translate,eval-463
i want to hear that again,repeat,eval-464
will i have to wait a long time to receive my new credit card after i lost my old one,replacement_card_duration,eval-465
forget reservation at longhorn for 4,cancel_reservation,eval-466
how do i do a 401k rollover when switching to a new job,rollover_401k,eval-467
when will be the next holiday here,next_holiday,eval-468
what is my interest rate for my scotiabank account,interest_rate,eval-469
i'd like you to add oranges to my shopping list,shopping_list_update,eval-470
what are your hobbies,what_are_your_hobbies,eval-471
which holiday do we celebrate next,next_holiday,eval-472
is it possible to add grapes to my shopping list if they aren't on there already,shopping_list_update,eval-473
how is my name saved,user_name,eval-474
what animals await you at home,do_you_have_pets,eval-475
make me a reservation in tampa from may 2 to may 4,book_hotel,eval-476
what kind of insurance do i have,insurance,eval-477
can you tell me how much i spent on grocery shopping recently,spending_history,eval-478
get my income amount for me,income,eval-479
which one i don't know either i guess,maybe,eval-480
can you repeat that please,repeat,eval-481
when will my visa expire,expiration_date,eval-482
how much to wait before dining in the jack in the box at 4 pm,how_busy,eval-483
order all of my shopping list,order,eval-484
i want to change your name to sarah,change_ai_name,eval-485
i want to restore your factory settings,reset_settings,eval-486
"you can remove the play date from my calendar for feb 18, 2019",calendar_update,eval-487
i couldn't say either could be possible,maybe,eval-488
can you set up alarms for one in the afternoon and ten at night,alarm,eval-489
time in manhattan,time,eval-490
stop syncing with my phone,sync_device,eval-491
who is your designer,who_made_you,eval-492
i would like to change my credit limit,credit_limit_change,eval-493
how's my gas mileage while driving through a city,mpg,eval-494
how's my gas mileage in citys,mpg,eval-495
i want list of tourist destination for paris,travel_suggestion,eval-496
what is the total of all my bills combined,bill_balance,eval-497
tell me something to make me laugh,tell_joke,eval-498
factory settings restoration,reset_settings,eval-499
please tell me if you are a bot,are_you_a_bot,eval-500
whats the amount of interest i'm paying on my mortgage,interest_rate,eval-501
weather forecast please,weather,eval-502
"can you play the song amazing grace and it goes like this, amazing grace how sweet the sound",play_music,eval-503
"i enrolled in an insurance plan, what one was it",insurance,eval-504
how did my bank account is frozen,account_blocked,eval-505
what amount of gas do i have left,gas,eval-506
can you teach me to change my oil,oil_change_how,eval-507
remind me to call my mom,reminder_update,eval-508
how should i rollover my 401k,rollover_401k,eval-509
let me know chase's routing number,routing,eval-510
please suggest a chinese meal,meal_suggestion,eval-511
transfer funds to the other account,transfer,eval-512
what octaine is recommended for this car,gas_type,eval-513
what is on my shopping list,shopping_list,eval-514
explain how do i get new insurance,insurance_change,eval-515
could a hotel be booked for me in afghanistan at the zoo for the 10th to the 15th,book_hotel,eval-516
can you inform me of my gas amount,gas,eval-517
do you know the song on the speaker right now,what_song,eval-518
flip coin ai,flip_coin,eval-519
does canada require a visa,international_visa,eval-520
how long has it been since the oil got changed out,last_maintenance,eval-521
thats a negative,no,eval-522
i do not have that information,maybe,eval-523
how long is it going to take me to get to bellevue,distance,eval-524
how long do i need to cook lasagne for,cook_time,eval-525
when do i need to change my motor oil,oil_change_when,eval-526
what would you say is the best meal to have for dinner,meal_suggestion,eval-527
help me reserve a table for 3 at lucky's under the name crystal at 8 pm,restaurant_reservation,eval-528
book a flight from philadelphia to atlanta on june 5th and returning on june 8th,book_flight,eval-529
please flip the coin,flip_coin,eval-530
in australia what outlet type do they use,plug_type,eval-531
your name is,what_is_your_name,eval-532
order an amazon gift card from amazon in the amount of twenty dollars,order,eval-533
can you please tell me how long it will take to get to target in austin,distance,eval-534
whats your name by the way,what_is_your_name,eval-535
i want your volume lowered,change_volume,eval-536
how much do i owe on all of my bills,bill_balance,eval-537
figure out for me when i ought to change my tires next,tire_change,eval-538
how long will it take to get to tacoma,distance,eval-539
what is the time in london,time,eval-540
tell me something interesting about dogs,fun_fact,eval-541
what can i do if i lost my luggage,lost_luggage,eval-542
please set up a timer for me,timer,eval-543
when are my tires due for changing,tire_change,eval-544
please let me know how my credit card application is going,application_status,eval-545
please assist me in linking my chase account to direct deposit for my paycheck,direct_deposit,eval-546
when can i commute my tires next,tire_change,eval-547
how far along is my purchase,order_status,eval-548
check my shopping list,shopping_list,eval-549
what other accents can you use,change_accent,eval-550
i need to switch insurance plans,insurance_change,eval-551
make a reservation for wheeler party of 3 for 5pm at andrea's steakhouse,restaurant_reservation,eval-552
"how many carry ons can i take with spirit, going to tampa",carry_on,eval-553
how long will the trip to portland be,distance,eval-554
could my 401k be rolled over,rollover_401k,eval-555
where are the best places to eat,restaurant_suggestion,eval-556
my card was declined at mcdonald's and i want to know why,card_declined,eval-557
do i have peanuts on my shopping list if not please add it,shopping_list_update,eval-558
is my credit good enough to get a new card,credit_score,eval-559
what are the things i wanted to recall,reminder,eval-560
i am saying no,no,eval-561
"i'm sorry, i didn't understand what you said",repeat,eval-562
how much is on my paycheck this week,payday,eval-563
"who you work for, please",who_do_you_work_for,eval-564
how many vacation days have i saved up,pto_balance,eval-565
do you have hobbies,what_are_your_hobbies,eval-566
for the love of all that good change your accent,change_accent,eval-567
look up carry-on rules for american airlines,carry_on,eval-568
where do i locate the routing number for the credit union,routing,eval-569
get me a meeting room for 9am on friday,schedule_meeting,eval-570
what should i use the points from my credit card on,redeem_rewards,eval-571
can my 401k rollover or not,rollover_401k,eval-572
is rice bad after 3 days in fridge,food_last,eval-573
what is the calorie content of lays chips,calories,eval-574
"is there any traffic on the road i take home from work right now, rt 40",traffic,eval-575
can you read the things to me that are on my shopping list,shopping_list,eval-576
rollover my 401k assistance,rollover_401k,eval-577
what timezone is the country in,timezone,eval-578
check to see if i am still booked to be eating at gusto handcrafted pasta & pizza at 6:30 pm,confirm_reservation,eval-579
tell me what today's date is,date,eval-580
do you have any funny jokes,tell_joke,eval-581
does greece currently have any travel alerts in place,travel_alert,eval-582
direct deposit my paycheck to my capital one account,direct_deposit,eval-583
not happening,no,eval-584
where is your favorite restaurant to eat,restaurant_suggestion,eval-585
what year were you born in,how_old_are_you,eval-586
"on what day, month and year did i get new tires",last_maintenance,eval-587
would i be able to swap apples for grapes,ingredient_substitution,eval-588
would you be classified as a bot,are_you_a_bot,eval-589
order a disney gift card in the amount of five hundred dollars from costco,order,eval-590
do you think my name is jeff,user_name,eval-591
book uber from here to downtown,uber,eval-592
how long is the wait at chipotle,how_busy,eval-593
please flip coin,flip_coin,eval-594
how do i cash in credit card points,redeem_rewards,eval-595
how is my name saved aw,user_name,eval-596
please call an uber for me,uber,eval-597
what is my old navy card's rewards balance,rewards_balance,eval-598
"whats on my reminder list, read back",reminder,eval-599
does mcdonald's have good reviews,restaurant_reviews,eval-600
